Artist	Music	Lyrics	Compilation	Title	Type	State	File	Comments	Archive	Original	Genre	Misc. info	Misc. 2	Language	Category	Artist 2	Length	Song start	Song end	Intro	Voice out	Loop start	Loop end	Refrain start	Refrain end	Fade in	Fade out	Hot start	Mix in	Flags	Vote	Volume	Period	Media	Attribute	Tempo	Mood	Energy	Bitrate	File format	BPM	Last date played	Last time played	Last type modification	Folder	CRC	CRCTime
TONY CETINSKI				UMIREM	RECURENT 08-14		30001455.MPG								RECURENT 08-14		4:16.966	0:00.000	4:16.966	0:25.570									4:07.249	0		64		A					128	MPEG L3-44J					-31568	-2115873456	1219583684
TONY CETINSKI				OPROSTIJA BI SVE FEAT	MILENIUM 00-08		30000068.MPG								MILENIUM 00-08		4:09.422	0:00.000	4:09.422	0:17.197									3:59.397	0		66		A					192	MPEG L3-44SP					-31568	-926881672	1252751738
TONY CETINSKI				TI SI NAJBOLJE	MILENIUM 00-08		30000030.MPG								MILENIUM 00-08		4:11.094	0:00.983	4:11.094	0:22.624									4:00.215	0		67		A					192	MPEG L3-44SP					-31568	2089123556	1298639817
TONY CETINSKI				SIGURNI	MILENIUM 00-08		30000071.MPG								MILENIUM 00-08	ERATO	4:03.126	0:00.000	4:03.126	0:18.477									4:01.926	0		67		A					192	MPEG L3-44SP					-31568	752076856	1135103979
TONY CETINSKI				KAD ZENA ZAVOLI	RECURENT 08-14		30001693.MPG								RECURENT 08-14		4:00.378	0:00.000	4:00.378	0:19.211									3:54.487	0		64		A					128	MPEG L3-44J					-31568	1062703346	1219583664
TONY CETINSKI				SVETICA	RECURENT 08-14		30001360.MPG								RECURENT 08-14		3:22.422	0:00.000	3:22.422	0:08.405									3:13.488	0		63		A					128	MPEG L3-44J					-31568	212362509	1219583670
TONY CETINSKI				OPET SI POBJEDILA	RECURENT 08-14		00000001.MPG								RECURENT 08-14		4:55.372	0:00.000	4:55.372	0:17.123									4:49.708	0		63		A					320	MPEG L3-44SP					-31568	-1722980236	1348649124
TONY CETINSKI				ZBOGOM ODLAZIM	RECURENT 08-14		30001319.MPG								RECURENT 08-14		3:51.712	0:00.000	3:51.712	0:14.883									3:43.977	0		64		A					320	MPEG L3-44SP					-31568	676074225	1348649196
TONY CETINSKI				NEBO IZNAD NAS	MILENIUM 00-08		30001080.MPG								MILENIUM 00-08		2:59.678	0:00.000	2:59.678	0:07.742									2:45.681	0		64		A					128	MPEG L3-44JP					-31568	264963566	1071139162
TONY CETINSKI				IZ DANA U DAN	MILENIUM 00-08		30001079.MPG								MILENIUM 00-08		3:12.679	0:00.000	3:12.679	0:12.831									3:07.040	0		64		A					128	MPEG L3-44JP					-31568	378101997	1142767166
TONY CETINSKI				ZAR MALO TO JE	RECURENT 08-14		30002379.MPG								RECURENT 08-14		3:53.880	0:00.000	3:53.880	0:20.521									3:44.450	0		65		A					320	MPEG L3-44SP					-31568	2021806856	1348649244
TONY CETINSKI				USNE LEDENE	RECURENT 08-14		30002356.MPG								RECURENT 08-14		4:10.416	0:00.000	4:10.416	0:15.106									4:00.521	0		64		A					320	MPEG L3-44SP					-31568	1474597834	1348649300
TONY CETINSKI				SVE JE DOBRO KAD SI TU	MILENIUM 00-08		30000043.MPG								MILENIUM 00-08		3:57.040	0:00.000	3:57.040	0:24.701									3:46.395	0		67		A					192	MPEG L3-44SP					-31568	-2070924397	1135103470
TONY CETINSKI				ZENA NAD ZENAMA	A1 CURENT		30002315.MPG								A1 CURENT		3:35.902	0:00.000	3:35.902	0:07.780									3:24.828	0		62		A					320	MPEG L3-44SP					-31568	480067318	1402466608
TONY CETINSKI				SVE JE S TOBOM NAPOKON NA MJESTU	MILENIUM 00-08		30000050.MPG								MILENIUM 00-08		3:27.234	0:00.000	3:27.234	0:06.332									3:14.674	0		67		A					192	MPEG L3-44SP					-31568	2026636975	1135103583
TONY CETINSKI				KRIV	RECURENT 08-14		30001316.MPG								RECURENT 08-14		3:45.834	0:00.000	3:45.834	0:12.738									3:34.250	0		63		A					320	MPEG L3-44SP					-31568	1023231568	1348649142
TONY CETINSKI				NEKA TE ODVEDE	MILENIUM 00-08		30000065.MPG								MILENIUM 00-08		4:03.487	0:00.000	4:03.487	0:15.071									3:52.178	0		66		A					192	MPEG L3-44SP					-31568	1962674444	1299910695
TONY CETINSKY				OD JEDNOG POLJUPCA	RECURENT 08-14		30002173.MPG								RECURENT 08-14		4:07.934	0:00.000	4:07.934	0:21.366									3:59.885	0		63		A					320	MPEG L3-44SP					-31568	678272122	1348649164
TONY CETINSKY				LJUBAV TJERA KRV U VENAMA	RECURENT 08-14		30002067.MPG								RECURENT 08-14		3:45.443	0:00.000	3:45.443	0:21.544									3:30.321	0		62		A					320	MPEG L3-44SP					-31568	-330593059	1348649312
TONY CETINSKY				SKRIVENO MJESTO	RECURENT 08-14		30002273.MPG								RECURENT 08-14		3:36.352	0:00.000	3:36.352	0:13.387									3:19.972	0		63		A					320	MPEG L3-44SP					-31568	797338760	1348649178
TONY CETINSKY				ZAJEDNO	MILENIUM 00-08		30002376.MPG								MILENIUM 00-08		3:24.173	0:00.000	3:24.173	0:08.158									3:16.281	0		64		A					192	MPEG L3-44JP					-31568	-1205468764	1263914612
TONY MONTANO				10 GODINA	90		30000060.MPG								90		4:32.953	0:00.000	4:32.953	0:19.248									4:25.843	0		75		A					128	MPEG L3-44SP					-31568	-1879019126	1055624054
TOSE PROESKI				NAJLJEPSE MOJE	MILENIUM 00-08		30002325.MPG								MILENIUM 00-08		4:31.994	0:00.000	4:31.994	0:24.290									4:21.867	0		64		A					128	MPEG L3-44JP					-31568	817926527	1186063293
TOSE PROESKI				MJESECINA	MILENIUM 00-08		30002324.MPG								MILENIUM 00-08		3:24.899	0:00.000	3:24.899	0:21.670									3:13.428	0		66		A					128	MPEG L3-44JP					-31568	1990459414	1185953090
TOSE PROESKI				IGRA BEZ GRANICA	MILENIUM 00-08		30002323.MPG								MILENIUM 00-08		3:41.966	0:00.000	3:41.864	0:05.002									3:41.023	0		66		A					256	MPEG L3-44SP					-31568	928453130	1414330206
TOSE PROESKI				VOLIM OSMIJEH TVOJ	RECURENT 08-14		30002337.MPG								RECURENT 08-14	ANTONIJA SOLA	3:35.457	0:00.000	3:35.457	0:09.959									3:29.158	0		63		A					224	MPEG L3-44J					-31568	-2045780371	1178149303
TOSE PROESKI				DA L' SI SRETNIJA	MILENIUM 00-08		30002322.MPG								MILENIUM 00-08		4:05.663	0:00.000	4:05.663	0:20.400									3:54.029	0		64		A					128	MPEG L3-44JP					-31568	2096111908	1186063391
TOSE PROESKI				SRECO,NE KRIVI ME	MILENIUM 00-08		30002318.MPG								MILENIUM 00-08		4:31.942	0:00.000	4:31.942	0:28.762									4:24.612	0		63		A					128	MPEG L3-44JP					-31568	-350036493	1186063183
TOSE PROESKI				JOS I DANAS ZAMIRISE TRESNJA	MILENIUM 00-08		30002317.MPG								MILENIUM 00-08		4:38.838	0:00.000	4:38.838	0:50.900									4:28.266	0		64		A					128	MPEG L3-44JP					-31568	237803689	1186063662
TOSE PROESKI				UBIJAS ME USNAMA	MILENIUM 00-08		30002314.MPG								MILENIUM 00-08		3:16.257	0:00.000	3:16.257	0:22.142									3:13.898	0		63		A					320	MPEG L3-44SP					-31568	-1215215720	1192737607
TOSE PROESKI				UO KOSI DA TI SPIJAM	MILENIUM 00-08		30001098.MPG								MILENIUM 00-08		3:57.583	0:00.000	3:57.583	0:28.481									3:49.340	0		66		A					128	MPEG L3-44SP					-31568	-542068863	1075463530
TOSE PROESKI				POLJSKO CVIJECE	MILENIUM 00-08		30001093.MPG								MILENIUM 00-08		4:52.650	0:00.000	4:52.650	0:36.686									4:27.578	0		68		A					128	MPEG L3-44JP					-31568	1036081839	1123151634
TOSE PROESKI				SVE JE OVO PREMALO ZA KRAJ	MILENIUM 00-08		30002327.MPG								MILENIUM 00-08		3:40.737	0:00.000	3:40.737	0:24.731									3:30.996	0		64		A					320	MPEG L3-44SP					-31568	-1379847707	1358950699
TOSE PROESKI				KO TI TO GRIZE OBRAZE	MILENIUM 00-08		30001092.MPG								MILENIUM 00-08		4:20.415	0:00.000	4:20.415	0:29.787									4:02.585	0		69		A					128	MPEG L3-44JP					-31568	1997000602	1123151630
TOSE PROESKI				LOSE TI STOJI	MILENIUM 00-08		30001091.MPG								MILENIUM 00-08		3:52.696	0:00.000	3:52.696	0:04.375									3:37.306	0		69		A					128	MPEG L3-44JP					-31568	502192557	1123151625
TOSE PROESKI				JEDINA	MILENIUM 00-08		30001090.MPG								MILENIUM 00-08		3:56.014	0:00.000	3:56.014	0:06.841									3:45.952	0		66		A					128	MPEG L3-44JP					-31568	-165285546	1123151619
TOSE PROESKI				MALA	MILENIUM 00-08		30001089.MPG								MILENIUM 00-08		3:45.251	0:00.000	3:45.251	0:33.352									3:36.527	0		68		A					128	MPEG L3-44JP					-31568	2123120130	1123151612
TOSE PROESKI				CUJES LI	MILENIUM 00-08		30001088.MPG								MILENIUM 00-08		3:59.044	0:00.000	3:59.044	0:29.777									3:38.554	0		68		A					128	MPEG L3-44JP					-31568	-128550311	1123151607
TOSE PROESKI				RANE NA USNAMA	MILENIUM 00-08		30001087.MPG								MILENIUM 00-08		3:45.097	0:00.000	3:45.097	0:30.684									3:36.906	0		70		A					128	MPEG L3-44JP					-31568	-281719927	1123151596
TOSE PROESKI				ZAO MI JE	MILENIUM 00-08		30001086.MPG								MILENIUM 00-08		3:22.290	0:00.000	3:22.290	0:16.481									3:17.617	0		68		A					128	MPEG L3-44JP					-31568	-195448178	1123151589
TOSE PROESKI				NIKADA	MILENIUM 00-08		30000786.MPG								MILENIUM 00-08		3:55.833	0:00.000	3:55.833	0:11.085									3:48.549	0		63		A					128	MPEG L3-44SP					-31568	-2021068859	1079275500
TOSE PROESKI				SOBA ZA TUGU	MILENIUM 00-08		30001047.MPG								MILENIUM 00-08		4:53.903	0:00.000	4:53.903	0:30.628									4:32.894	0		67		A					160	MPEG L3-44JP					-31568	-1949043992	1071246762
TOSE PROESKI				VEZI ME ZA SEBE	MILENIUM 00-08		30001978.MPG								MILENIUM 00-08		3:49.172	0:00.000	3:47.993	0:23.005									3:46.866	0		63		A					160	MPEG L3-44SP					-31568	599101455	1174584240
TOSE PROESKI				TAJNO MOJA	MILENIUM 00-08		30001067.MPG								MILENIUM 00-08		3:28.099	0:00.000	3:28.099	0:16.630									3:26.408	0		68		A					128	MPEG L3-44JP					-31568	-605348557	1287205992
TOSE PROESKI				POLA DUSE POLA SRCA	MILENIUM 00-08		30002326.MPG								MILENIUM 00-08		3:38.482	0:00.000	3:38.482	0:28.584									3:31.733	0		65		A					128	MPEG L3-44JP					-31568	1290353296	1185953070
TOSE PROESKI				JOS JEDAN STEPENIK	MILENIUM 00-08		30000496.MPG								MILENIUM 00-08		4:14.283	0:00.000	4:14.283	0:09.762									4:11.832	0		64		A					128	MPEG L3-44JP					-31568	-1562298049	1053239942
TOSE PROESKI				NA MESTO ZLOCINA	MILENIUM 00-08		30000752.MPG								MILENIUM 00-08		3:30.659	0:00.000	3:30.659	0:13.863									3:24.822	0		66		A					128	MPEG L3-44JP					-31568	-502735763	1053239840
TOSE PROESKI				AKO ME POGLEDAS U OCI	MILENIUM 00-08		30000077.MPG								MILENIUM 00-08		3:34.857	0:00.000	3:34.857	0:27.608									3:30.258	0		68		A					160	MPEG L3-44JP					-31568	-228476466	1071246740
TOTO				AFRICA	80		30002760.MPG								80		4:53.746	0:00.000	4:53.746	0:31.026									4:30.930	0				A					128	MPEG L3-44J				23/11/2014	-31568	-247219362	909001940
TOTO CUTUGNO				I'ITALIANO	80		30002706.MPG								80		3:48.265	0:00.303	3:47.176	0:00.397									3:46.451	0				A					128	MPEG L3-44JP				19/11/2014	-31568	-56180666	1032208672
TOTO CUTUGNO				L'ITALIANO	80		30002761.MPG								80		3:59.725	0:00.939	3:54.714	0:00.939									3:50.394	0				A					128	MPEG L3-44J				23/11/2014	-31568	2061438255	939915604
TOTO CUTUGNO				SERENATA	80		30002744.MPG								80		3:47.592	0:00.000	3:47.592											0				A					128	MPEG L3-44JP				23/11/2014	-31568	-547518693	1227883375
TOTO CUTUGNO				INSIEME	80		30002763.MPG								80		4:27.415	0:01.529	4:25.602	0:01.529									4:24.199	0				A					128	MPEG L3-44JP				23/11/2014	-31568	1117650106	1270280045
TRINIDAD				ONA HOCE MAMBO	90		30002344.MPG								90		3:13.906	0:00.000	3:13.906	0:11.242									3:07.928	0		70		A					128	MPEG L3-44J					-31568	611280470	1147351425
TRN U OKU				DILER	90		30000242.MPG								90		3:16.788	0:00.000	3:16.573	0:03.546									3:16.265	0		72		A					128	MPEG L3-44JP					-31568	-1427207947	1085448910
TROPICO				VERUJ BRATU	RECURENT 08-14		30002353.MPG								RECURENT 08-14	DZENAN LONCAREVIC	4:21.802	0:00.000	4:21.802	0:33.231									4:10.053	0		64		A					320	MPEG L3-44SP					-31568	-879295516	1321256411
TROPICO BAND				MINSKO POLJE	RECURENT 08-14		30001376.MPG								RECURENT 08-14		3:55.833	0:00.000	3:55.833	0:26.605									3:44.484	0		65		A					128	MPEG L3-44SP					-31568	-399042313	1323152223
TROPICO BAND				PUSTI RITAM	RECURENT 08-14		30001698.MPG								RECURENT 08-14		3:36.372	0:00.000	3:36.372	0:32.715									3:29.512	0		70		A					320	MPEG L3-44JP					-31568	-78854785	1397556446
TROPICO BAND				PRVI SNEG	RECURENT 08-14		30001501.MPG								RECURENT 08-14		3:50.504	0:00.000	3:50.504	0:00.000									3:46.091	0		64		A					128	MPEG L3-44SP					-31568	1609250381	1323497274
TROPICO BAND				BOJIM SE	RECURENT 08-14		30001402.MPG								RECURENT 08-14		3:59.624	0:00.000	3:59.624	0:23.093									3:50.556	0		62		A					320	MPEG L3-44JP					-31568	-1477315148	1241356316
TROPICO BAND				SVE MOJE ZORE	RECURENT 08-14		30001394.MPG								RECURENT 08-14		3:37.704	0:00.682	3:37.704	0:20.127									3:35.434	0		64		A					320	MPEG L3-44J					-31568	1426397742	1367841901
TROPICO BAND				PARANOJA	RECURENT 08-14		30001515.MPG								RECURENT 08-14		3:33.786	0:00.000	3:33.786	0:00.000									3:32.560	0		62		A					320	MPEG L3-44J					-31568	-493292256	1367841861
TROPICO BAND				ZAUVEK TVOJ	RECURENT 08-14		30002352.MPG								RECURENT 08-14		3:24.045	0:00.000	3:24.045	0:13.109									3:19.034	0		63		A					320	MPEG L3-44JP					-31568	1002814658	1301464350
TROPICO BAND				MISLICU NA TEBE	RECURENT 08-14		30002345.MPG								RECURENT 08-14		3:32.976	0:00.000	3:32.976	0:14.183									3:25.414	0		65		A					320	MPEG L3-44J					-31568	-96252745	1296199097
TROPICO BAND				EVO TI SVE	RECURENT 08-14		30002351.MPG								RECURENT 08-14		4:14.955	0:00.000	4:14.955	0:27.562									4:07.859	0		64		A					128	MPEG L3-44SP					-31568	1946302798	1323169518
TROPICO BAND				AKO DOZIVIM	RECURENT 08-14		30001560.MPG								RECURENT 08-14		4:07.043	0:00.000	4:07.043	0:32.712									4:02.147	0		63		A					320	MPEG L3-44JP					-31568	-970967182	1241399792
TROPICO BAND				NIJE	RECURENT 08-14		30001586.MPG								RECURENT 08-14		3:54.347	0:00.000	3:54.347	0:16.341									3:50.803	0		62		A					320	MPEG L3-44JP					-31568	-1465362223	1241398204
TROPICO BAND				ZABORAVI	RECURENT 08-14		30001539.MPG								RECURENT 08-14		3:07.088	0:00.000	3:07.088	0:36.781									3:01.268	0		64		A					128	MPEG L3-44SP					-31568	1286434905	1323095768
TROPICO BAND				ZAR TI	RECURENT 08-14		30001445.MPG								RECURENT 08-14		3:18.377	0:00.000	3:18.377	0:41.809									3:08.529	0		62		A					320	MPEG L3-44JP					-31568	-523177514	1241356390
TROPICO BAND				CIAO BELLA	RECURENT 08-14		30001479.MPG								RECURENT 08-14		3:25.897	0:00.000	3:25.897	0:24.036									3:24.230	0		64		A					320	MPEG L3-44J					-31568	-157525005	1367841856
TROPICO BAND				KO ZNA ZASTO	RECURENT 08-14		30001340.MPG								RECURENT 08-14		4:16.731	0:00.000	4:16.731	0:37.013									4:09.034	0		63		A					320	MPEG L3-44J					-31568	-539414382	1367841897
TROPICO BAND				U LJUBAV VJERUJEM	RECURENT 08-14		30002350.MPG								RECURENT 08-14		4:05.449	0:00.000	4:05.449	0:31.347									4:04.240	0		64		A					320	MPEG L3-44SP					-31568	1829571268	1365586395
TROPICO BAND				LAZU TE	RECURENT 08-14		30002347.MPG								RECURENT 08-14		4:42.226	0:00.000	4:42.226	0:17.912									4:35.097	0		63		A					192	MPEG L3-44SP					-31568	-148583688	1349531518
TROPICO BAND				ONU MOJU	RECURENT 08-14		30002348.MPG								RECURENT 08-14		3:35.640	0:00.000	3:35.640	0:18.754									3:30.519	0		63		A					320	MPEG L3-44JP					-31568	530515610	1340096564
TROPICO BAND				RNR	RECURENT 08-14		30002349.MPG								RECURENT 08-14		3:26.762	0:00.000	3:26.762	0:13.445									3:25.896	0		61		A					320	MPEG L3-44SP					-31568	-1430556446	1271503314
TROPICO BAND				SRECA	RECURENT 08-14		30002354.MPG								RECURENT 08-14		3:51.314	0:00.000	3:51.314	0:00.000									3:46.731	0		62		A					320	MPEG L3-44JP					-31568	-1494606779	1388131998
TUTTI FRUTTI				GOLA KRALJICA	80		30001492.MPG								80		3:28.334	0:00.000	3:28.334	0:32.155									3:26.804	0		65		A					128	MPEG L3-44SP					-31568	2138205706	1172452274
TUTTI FRUTTI				KAD SAM BIO LIJEP I MLAD	80		30002355.MPG								80		3:09.032	0:00.000	3:09.032	0:16.734									3:04.674	0		65		A					224	MPEG L3-44JP					-31568	928045797	1181741191
TUTTI FRUTTI				GLAVO BLESAVA	80		30001401.MPG								80		2:20.572	0:00.000	2:19.190	0:15.747									2:17.428	0		65		A					128	MPEG L3-44SP					-31568	1651558887	1172452234
TUTTI FRUTTI				DA LI SI ME SANJALA	90		30001594.MPG								90		2:25.483	0:00.000	2:25.483	0:16.639									2:24.739	0		64		A					128	MPEG L3-44SP					-31568	552516412	1172452326
U2				WITH OR WITHOUT YOU	80		30002733.MPG								80		4:48.578	0:00.000	4:47.635	0:28.083									4:46.180	0				A					256	MPEG L3-44SP				23/11/2014	-31568	1825691671	1416750754
U2				I STILL HAVEN'T FOUND	80		30002471.MPG								80		4:38.549	0:02.682	4:33.411	0:28.248									4:31.871	0				A					192	MPEG L3-44JP				19/11/2014	-31568	-111092373	1163616827
U2				WHERE THE STREETS HAVE NO NAME	80		30002765.MPG								80		5:36.169	0:02.476	5:33.535	1:46.366									4:51.599	0				A					128	MPEG L3-44J				23/11/2014	-31568	888419424	909007396
U2				ONE	80		30002764.MPG								80		4:35.155	0:00.000	4:32.507	0:13.582									4:27.872	0				A					128	MPEG L3-44JP				23/11/2014	-31568	-586470131	962435640
UB 40				CAN'T HELP FALLING IN LOVE	80		30002766.MPG								80		3:25.983	0:00.564	3:21.727	0:00.580									3:11.075	0				A					128	MPEG L3-44JP				23/11/2014	-31568	1572687990	998128306
U SKRIPCU				VREME JE ZA NAS	80		30001159.MPG								80		2:55.628	0:00.000	2:55.628	2:41.327										0		73		A					128	MPEG L3-44JP					-31568	1989737157	898220126
U SKRIPCU				NOVE GODINE	80		30000801.MPG								80		3:28.098	0:00.000	3:28.098	0:17.889									3:23.124	0		71		A					128	MPEG L3-44JP					-31568	-86154003	898217834
U SKRIPCU				KOLIKO IMAS GODINA	80		30000553.MPG								80		4:12.088	0:00.000	4:12.088	0:32.522									3:55.737	0		71		A					128	MPEG L3-44JP					-31568	216345950	898219244
VAJTA				NE MOZE TO TAKO	80		30001102.MPG								80		3:14.654	0:00.578	3:11.442	0:25.523									3:10.833	0		74		A					128	MPEG L3-44JP					-31568	-2005897126	924615942
VAJTA				PREVARI ME SRCE MOJE	80		30001103.MPG								80		2:56.029	0:00.488	2:52.885	0:11.688									2:47.763	0		72		A					128	MPEG L3-44JP					-31568	-1186813557	924615630
VAJTA				LEILA	80		30001100.MPG								80		3:52.793	0:00.509	3:49.243	0:04.258									3:45.093	0		73		A					128	MPEG L3-44JP					-31568	-70221014	924616210
VAJTA				MALA GARAVA	80		30001101.MPG								80		3:59.699	0:03.267	3:59.699	0:20.448									3:52.084	0		64		A					128	MPEG L3-44JP					-31568	688688067	1021472656
VAJTA				BILO MI JE LIJEPO S TOBOM	80		30001099.MPG								80		3:45.453	0:00.000	3:45.453	0:29.256									3:38.190	0		74		A					128	MPEG L3-44JP					-31568	650602770	924616714
VAJTA				ZLATNA RIBICA	80		30001104.MPG								80		2:48.741	0:00.553	2:44.986	0:23.196									2:40.900	0		72		A					128	MPEG L3-44JP					-31568	-1840316692	924615866
VALENTINO				NE MOGU NE MOGU	80		30001109.MPG								80		4:30.001	0:00.000	4:30.001	0:22.636									4:22.121	0		74		A					128	MPEG L3-44SP					-31568	1781544826	894900852
VALENTINO				OKA TVOJA DVA	80		30001112.MPG								80		5:03.464	0:00.000	5:03.464	0:20.211									4:49.620	0		66		A					160	MPEG L3-44JP					-31568	680249713	1067447936
VALENTINO				NE DAJ MI DA GOVORIM U SNU	80		30001108.MPG								80		4:36.924	0:00.000	4:36.924	0:26.905									4:32.097	0		66		A					160	MPEG L3-44JP					-31568	-189739258	1067447542
VALENTINO				VRELA USNA	80		30001116.MPG								80		4:09.077	0:00.000	4:09.077	0:25.566									3:59.852	0		69		A					160	MPEG L3-44JP					-31568	1161327093	1067446354
VALENTINO				MIRISE NA TEBE	MILENIUM 00-08		30001107.MPG								MILENIUM 00-08		3:19.288	0:00.000	3:19.288	0:18.580									3:12.833	0		64		A					160	MPEG L3-44JP					-31568	759652176	1067451742
VALENTINO				ODLAZIM, KORAK NAPRIJED, NAZAD DVA	MILENIUM 00-08		30001111.MPG								MILENIUM 00-08		4:34.812	0:00.000	4:34.709	0:26.011									4:34.479	0		68		A					256	MPEG L3-44SP					-31568	1674869185	1414334111
VALENTINO				PONEKAD NOCU DOK SPAVA GRAD	80		30001526.MPG								80		4:22.948	0:00.000	4:22.948	0:00.051									4:18.157	0		68		A					128	MPEG L3-44J					-31568	-1908137454	1146603415
VALENTINO				SAMO SKLOPI OKICE	80		30001115.MPG								80		4:35.278	0:00.000	4:35.278	0:08.412									4:18.617	0		73		A					160	MPEG L3-44JP					-31568	-2074502545	1067448500
VALENTINO				NEMA JE NEMA	80		30001110.MPG								80		4:23.553	0:00.000	4:23.011	0:57.587									4:21.229	0		65		A					256	MPEG L3-44SP					-31568	1230706480	1414661131
VALENTINO				PONEKAD SE SJETIM DA POSTOJIS	80		30001114.MPG								80		4:06.517	0:00.000	4:06.517	0:34.960									3:58.545	0		70		A					160	MPEG L3-44JP					-31568	1948468041	1067446444
VALENTINO				IDU PTICE SELICE	80		30001105.MPG								80		4:47.764	0:00.000	4:47.764	0:30.665									4:33.055	0		73		A					160	MPEG L3-44JP					-31568	-1901339054	1067448600
VALENTINO				KAD ME VISE NE BUDE	80		30001106.MPG								80		5:06.942	0:00.000	5:06.760	0:49.554									5:05.093	0		69		A					256	MPEG L3-44SP					-31568	1272654200	1414328382
VAMPIRI				BE-BE	90		30000116.MPG								90		3:08.734	0:00.000	3:08.734	0:00.473									3:04.098	0		60		A					128	MPEG L3-44SP					-31568	752092858	1065788086
VANDA WINTER				NI SRCU NE DAM TE JA	MILENIUM 00-08		30002360.MPG								MILENIUM 00-08		3:55.446	0:00.000	3:55.446	0:31.176									3:35.465	0		66		A					192	MPEG L3-44SP					-31568	-2038737509	1345108799
